pk_text,firstLine,textTitle,refrainFirstLine,languages,authors_1,authors_2,authors_3,authors_4,meter,textAuthNumber,textSources
763,"What if the little rain drop should say","","",,"William Cutter","",,,,what_if_the_little_rain_drop_should_say,""
764,"Hide not thy talent in the earth","","",,"William Cutter","",,,,hide_not_thy_talent_in_the_earth,""
765,"What if the little rain drop should say","","",,"William Cutter","",,,,what_if_the_little_rain_drop_should_say,""
766,"She loved her Saviour, and to him","","",English,"William Cutter","",,,6.6.8.6,she_loved_her_savior_and_to_him,""
767,"Be with us this day to bless us","","",,"Richard Massie","Karl Johann Philipp Spitta",,,,be_with_us_this_day_to_bless_us,""
768,"A gentle angel walketh throughout a world of woe","","",,"Karl Johann Philipp Spitta","",,,,a_gentle_angel_walketh_throughout_a_worl,""
769,"Ach, uns wird das Herz so schwer","","",,"Karl Johann Philipp Spitta","",,,,ach_uns_wird_das_herz_so_schwer,""
770,"Ach, welche Marter, welche Pfagen","","",,"Karl Johann Philipp Spitta","",,,,ach_welche_marter_welche_pfagen,""
771,"All is dying, hearts are breaking","","",,"Karl Johann Philipp Spitta","",,,,all_is_dying_hearts_are_breaking,""
772,"Am Ende ist's doch gar nicht schwer","","",,"Karl Johann Philipp Spitta","",,,,am_ende_ists_doch_gar_nicht_schwer,""
773,"Am Grabe stehn wir stille","","",,"Karl Johann Philipp Spitta","",,,,am_grabe_stehn_wir_stille,""
774,"As a traveler returning","","",,"Karl Johann Philipp Spitta","",,,,as_a_traveler_returning,""
775,"Bei dir, Jesu, will ich bleiben, stets [stehts] in deinem Dienste sein","","",,"Karl Johann Philipp Spitta","",,,,bei_dir_jesu_will_ich_bleiben_stets_steh,""
776,"Bendita casa do te han recibido","","",,"Karl Johann Philipp Spitta","",,,,bendita_casa_do_te_han_recibido,""
777,"Bleibt bei dem, der Euretwillen [Unseretwillen]","","",,"Karl Johann Philipp Spitta","",,,,bleibt_bei_dem_der_euretwillen_unseretwi,""
778,"Brethren called by one vocation","","",,"Karl Johann Philipp Spitta","",,,,brethren_called_by_one_vocation,""
779,"By the holy hills surrounded","","",,"Karl Johann Philipp Spitta","",,,,by_the_holy_hills_surrounded,""
780,"Can we have our hearts in heaven","","",,"Karl Johann Philipp Spitta","",,,,can_we_have_our_hearts_in_heaven,""
781,"Das ist die rechte Liebestreue","","",,"Karl Johann Philipp Spitta","",,,,das_ist_die_rechte_liebestreue,""
782,"Das Leben wird oft truebe","","",,"Karl Johann Philipp Spitta","",,,,das_leben_wird_oft_truebe,""
783,"Du schoene Lilie auf dem Feld","Der Lilie pracht","",,"Karl Johann Philipp Spitta","",,,,du_schoene_lilie_auf_dem_feld,""
784,"Dwell in Christ, who once descended","","",,"Karl Johann Philipp Spitta","",,,,dwell_in_christ_who_once_descended,""
785,"Ein Herz und eine Seele war","","",,"Karl Johann Philipp Spitta","",,,,ein_herz_und_eine_seele_war,""
786,"Ein lieblichs Loos ist uns gefallen","","",,"Karl Johann Philipp Spitta","",,,,ein_lieblichs_loos_ist_uns_gefallen,""
787,"Es gibt ein Lied der Lieder","Das Lied der Lieder","",,"Karl Johann Philipp Spitta","",,,,es_gibt_ein_lied_der_lieder,""
788,"Es kennt der Herr die Seinen","","",,"Karl Johann Philipp Spitta","",,,,es_kennt_der_herr_die_seinen,""
789,"Es wird mein Herz mit Freuden wach","","",,"Karl Johann Philipp Spitta","",,,,es_wird_mein_herz_mit_freuden_wach,""
790,"Es zieht ein stiller Engel","Der Engel der Geduld","",,"Karl Johann Philipp Spitta","",,,,es_zieht_ein_stiller_engel,""
791,"Eternal peace and glorious victory rare","","",,"Karl Johann Philipp Spitta","",,,,eternal_peace_and_glorious_victory_rare,""
792,"Father, whose hand hath led me so securely","","",,"Karl Johann Philipp Spitta","",,,,father_whose_hand_hath_led_me_so_securel,""
793,"Freuet [Freunt] euch [an] der schoenen Erde","","",,"Karl Johann Philipp Spitta","",,,,freuet_freunt_euch_an_der_schoenen_erde,""
794,"Freut im Herrn euch allewege","","",,"Karl Johann Philipp Spitta","",,,,freut_im_herrn_euch_allewege,""
795,"Geist der Glaubens, Geist der St'rke","","Komm, verk'r in uns'ren Herzen",,"Karl Johann Philipp Spitta","",,,,geist_der_glaubens_geist_der_strke,""
796,"Gott und Herr, in deinem Sohne","","",,"Karl Johann Philipp Spitta","",,,,gott_und_herr_in_deinem_sohne,""
797,"Gottes Stadt steht festgegruendet","","",,"Karl Johann Philipp Spitta","",,,,gottes_stadt_steht_festgegruendet,""
798,"Graat ej oewer Jesu sm'rta","","",,"Karl Johann Philipp Spitta","",,,,graat_ej_oewer_jesu_smrta,""
799,"He knoweth all his people","","",,"Karl Johann Philipp Spitta","",,,,he_knoweth_all_his_people,""
800,"Herr, der du unser Sehnen stillst","Zieh uns dir nach","Verleid uns, was Herr trennt von dir",,"Karl Johann Philipp Spitta","",,,,herr_der_du_unser_sehnen_stillst,""
801,"Herr, vor deinem Angesichte pruef ich mich","","",,"Karl Johann Philipp Spitta","",,,,herr_vor_deinem_angesichte_pruef_ich_mic,""
802,"Hier Gotteskinder und dort Erben","","",,"Karl Johann Philipp Spitta","",,,,hier_gotteskinder_und_dort_erben,""
803,"Hochgesegnet seid ihr boten","","",,"Karl Johann Philipp Spitta","",,,,hochgesegnet_seid_ihr_boten,""
804,"How blest are we, that God of us","","",,"Karl Johann Philipp Spitta","",,,,how_blest_are_we_that_god_of_us,""
805,"How mean ye thus by weeping","","",,"Karl Johann Philipp Spitta","",,,,how_mean_ye_thus_by_weeping,""
806,"How weary and how worthless this life","Light in darkness","",,"Karl Johann Philipp Spitta","",,,,how_weary_and_how_worthless_this_life,""
807,"Hueter Isr'ls, behuete uns, die wir uns dir vertraut","","",,"Karl Johann Philipp Spitta","",,,,hueter_isrls_behuete_uns_die_wir_uns_dir,""
808,"I and my house are ready, Lord","Ich und mein Haus, wir sind bereit","",German; English,"Karl Johann Philipp Spitta","",,,,i_and_my_house_are_ready_lord,""
809,"I believe, and so have spoken","","",,"Karl Johann Philipp Spitta","",,,,i_believe_and_so_have_spoken,""
810,"I place myself in Jesus' hands","","",,"Karl Johann Philipp Spitta","",,,,i_place_myself_in_jesus_hands,""
811,"Ich glaube, darum rede ich","","",,"Karl Johann Philipp Spitta","",,,,ich_glaube_darum_rede_ich,""
812,"Ich hoere deine Stimme","","",,"Karl Johann Philipp Spitta","",,,,ich_hoere_deine_stimme,""
813,"Ich steh' in meines Herren Hand","","",,"Karl Johann Philipp Spitta","",,,,ich_steh_in_meines_herren_hand,""
814,"Ich und mein Haus, wir sind bereit","","",,"Karl Johann Philipp Spitta","",,,,ich_und_mein_haus_wir_sind_bereit,""
815,"In der Angst der Welt will ich nicht knagen","","",,"Karl Johann Philipp Spitta","",,,,in_der_angst_der_welt_will_ich_nicht_kna,""
816,"In the name of God advancing","","Let us bravely work and wait",,"Karl Johann Philipp Spitta","",,,,in_the_name_of_god_advancing,""
817,"In thy service will I ever","","",,"Karl Johann Philipp Spitta","",,,,in_thy_service_will_i_ever,""
818,"Jesus' hour is not yet come","","",,"Karl Johann Philipp Spitta","",,,,jesus_hour_is_not_yet_come,""
819,"Jesus, now thine own forever","","",,"Karl Johann Philipp Spitta","",,,,jesus_now_thine_own_forever,""
820,"Kehre wieder, kehre wieder, Der du dich","","",,"Karl Johann Philipp Spitta","",,,,kehre_wieder_kehre_wieder_der_du_dich,""
821,"Lasst mich bei dem Kreuze stehen","","",,"Karl Johann Philipp Spitta","",,,,lasst_mich_bei_dem_kreuze_stehen,""
822,"Meine Stund' ist noch nicht kommen","","",,"Karl Johann Philipp Spitta","",,,,meine_stund_ist_noch_nicht_kommen,""
823,"My soul in God abideth still","","",,"Karl Johann Philipp Spitta","",,,,my_soul_in_god_abideth_still,""
824,"O abide, abide in Jesus","","",,"Karl Johann Philipp Spitta","",,,,o_abide_abide_in_jesus,""
825,"O blessed house that cheerfully receiveth","","",,"Karl Johann Philipp Spitta","",,,,o_blessed_house_that_cheerfully_receivet,""
826,"O come, Eternal Spirit","","",,"Karl Johann Philipp Spitta","",,,,o_come_eternal_spirit,""
827,"O come, thou Holy Spirit, and dwell in us","","",,"Karl Johann Philipp Spitta","",,,,o_come_thou_holy_spirit_and_dwell_in_us,""
828,"O dass mein Leben deome Rechte","","",,"Karl Johann Philipp Spitta","",,,,o_dass_mein_leben_deome_rechte,""
829,"O du, den meine Seele liebt","","Preist und lobt den Herrn",,"Karl Johann Philipp Spitta","",,,,o_du_den_meine_seele_liebt,""
830,"O du schoenes Weltgeb'ude","","",,"Karl Johann Philipp Spitta","",,,,o_du_schoenes_weltgebude,""
831,"O Father-eye, that hath so truly watched","The Father, Redeemer, Guide","",,"Karl Johann Philipp Spitta","",,,,o_fathereye_that_hath_so_truly_watched,""
832,"O Father-hand, by thee I've deen directed","","",German; English,"Karl Johann Philipp Spitta","",,,,o_fatherhand_by_thee_ive_deen_directed,""
833,"O Father Spirit, who with gentlest breath","","",,"Karl Johann Philipp Spitta","",,,,o_father_spirit_who_with_gentlest_breath,""
834,"O Father, spread thy guardian arm","","",,"Karl Johann Philipp Spitta","",,,,o_father_spread_thy_guardian_arm,""
835,"O happy house, O home supremely","","",,"Karl Johann Philipp Spitta","",,,,o_happy_house_o_home_supremely,""
836,"O hochbeglueckte Seele","","",,"Karl Johann Philipp Spitta","",,,,o_hochbeglueckte_seele,""
837,"O how blest the hour Lord Jesus","","",,"Karl Johann Philipp Spitta","",,,,o_how_blest_the_hour_lord_jesus,""
838,"O Jesu, meine Sonne vor der die Nacht entfleucht","","",,"Karl Johann Philipp Spitta","",,,,o_jesu_meine_sonne_vor_der_die_nacht_ent,""
839,"O komm, du Geist der Wahrheit","","",,"Karl Johann Philipp Spitta","",,,,o_komm_du_geist_der_wahrheit,""
840,"O Lord, of goodness so amazing","","",,"Karl Johann Philipp Spitta","",,,,o_lord_of_goodness_so_amazing,""
841,"O Lord, who by thy presence hast made light","","",,"Karl Johann Philipp Spitta","",,,,o_lord_who_by_thy_presence_hast_made_lig,""
842,"O selig Haus, wo man dich aufgenommen","","",,"Karl Johann Philipp Spitta","",,,,o_selig_haus_wo_man_dich_aufgenommen,""
843,"O treuer Heiland, Jesu Christ","","",,"Karl Johann Philipp Spitta","",,,,o_treuer_heiland_jesu_christ,""
844,"O Vaterhand, die mich so treu gefuehret","","",,"Karl Johann Philipp Spitta","",,,,o_vaterhand_die_mich_so_treu_gefuehret,""
845,"O welch fromme, schoen Sitte Ist es, zu reden","","",,"Karl Johann Philipp Spitta","",,,,o_welch_fromme_schoen_sitte_ist_es_zu_re,""
846,"O what could be more sweeter","","",,"Karl Johann Philipp Spitta","",,,,o_what_could_be_more_sweeter,""
847,"O what will be that day","","",,"Karl Johann Philipp Spitta","",,,,o_what_will_be_that_day,""
848,"O wie freun, wir uns der Stunde","","",,"Karl Johann Philipp Spitta","",,,,o_wie_freun_wir_uns_der_stunde,""
849,"O wie manche schoene Stunde","","",,"Karl Johann Philipp Spitta","",,,,o_wie_manche_schoene_stunde,""
850,"Our lot is fallen in pleasant places","","",,"Karl Johann Philipp Spitta","",,,,our_lot_is_fallen_in_pleasant_places,""
851,"Return, return, poor, long lost wanderer home","","",,"Karl Johann Philipp Spitta","",,,,return_return_poor_long_lost_wanderer_ho,""
852,"Savior, I shall be forever","","",,"Karl Johann Philipp Spitta","",,,,savior_i_shall_be_forever,""
853,"Say, my soul, what preparation","","",,"Karl Johann Philipp Spitta","",,,,say_my_soul_what_preparation,""
854,"See, O see what love the Father","","",,"Karl Johann Philipp Spitta","",,,,see_o_see_what_love_the_father,""
855,"Sehet, sehet, welche Liebe","","",,"Karl Johann Philipp Spitta","",,,,sehet_sehet_welche_liebe,""
856,"Sieh', der Winter ist vergangen","","",,"Karl Johann Philipp Spitta","",,,,sieh_der_winter_ist_vergangen,""
857,"Sion fruktar ingen fara","","",,"Karl Johann Philipp Spitta","",,,,sion_fruktar_ingen_fara,""
858,"Sonne der Gerechtigkeit","","",,"Karl Johann Philipp Spitta","",,,,sonne_der_gerechtigkeit,""
859,"Spirit, by whose operation","","",,"Karl Johann Philipp Spitta","",,,,spirit_by_whose_operation,""
860,"Still on thy loving heart let me repose","","",,"Karl Johann Philipp Spitta","",,,,still_on_thy_loving_heart_let_me_repose,""
861,"Stimm an das Lied vom Sterben","","",,"Karl Johann Philipp Spitta","",,,,stimm_an_das_lied_vom_sterben,""
862,"Sun, shine forth in all thy splendor","","",,"Karl Johann Philipp Spitta","",,,,sun_shine_forth_in_all_thy_splendor,""
863,"The badge the Christian wear on earth","","",,"Karl Johann Philipp Spitta","",,,,the_badge_the_christian_wear_on_earth,""
864,"The Christian's badge of honor here","","",,"Karl Johann Philipp Spitta","",,,,the_christians_badge_of_honor_here,""
865,"The golden morn flames up the eastern sky","","",,"Karl Johann Philipp Spitta","",,,,the_golden_morn_flames_up_the_eastern_sk,""
866,"The purple morning gilds the eastern skies","","",,"Karl Johann Philipp Spitta","",,,,the_purple_morning_gilds_the_eastern_ski,""
867,"There is a song so thrilling, So far all songs excelling","","",,"Karl Johann Philipp Spitta","",,,,there_is_a_song_so_thrilling_so_far_all_,""
868,"Thou, whose coming seers and sages","","",,"Karl Johann Philipp Spitta","",,,,thou_whose_coming_seers_and_sages,""
869,"'Tis not yet the hour appointed","","",,"Karl Johann Philipp Spitta","",,,,tis_not_yet_the_hour_appointed,""
870,"Wandle leuchtender und schoener","","",,"Karl Johann Philipp Spitta","",,,,wandle_leuchtender_und_schoener,""
871,"Was kann es Schoen'res geben","","",,"Karl Johann Philipp Spitta","",,,,was_kann_es_schoenres_geben,""
872,"Was macht ihr, dass ihr weinet","","",,"Karl Johann Philipp Spitta","",,,,was_macht_ihr_dass_ihr_weinet,""
873,"Weint nicht ueber Jesu Schmerzen","","",,"Karl Johann Philipp Spitta","",,,,weint_nicht_ueber_jesu_schmerzen,""
874,"Wenn meine letzte Stunde schl'gt","","",,"Karl Johann Philipp Spitta","",,,,wenn_meine_letzte_stunde_schlgt,""
875,"What blessedness is greater","","",,"Karl Johann Philipp Spitta","",,,,what_blessedness_is_greater,""
876,"What mean ye by this wailing","","",,"Karl Johann Philipp Spitta","",,,,what_mean_ye_by_this_wailing,""
877,"What shall we be, and whither shall we go","","",,"Karl Johann Philipp Spitta","",,,,what_shall_we_be_and_whither_shall_we_go,""
878,"Wherefore weep we over Jesus","","",,"Karl Johann Philipp Spitta","",,,,wherefore_weep_we_over_jesus,""
879,"Wie ist der Abend so traulich","","",,"Karl Johann Philipp Spitta","",,,,wie_ist_der_abend_so_traulich,""
880,"Wie ist doch ohne Mass und Ziel","","",,"Karl Johann Philipp Spitta","",,,,wie_ist_doch_ohne_mass_und_ziel,""
881,"Wie wird uns sein, wenn endlich [hinfort] nach dem schweren","","",,"Karl Johann Philipp Spitta","",,,,wie_wird_uns_sein_wenn_endlich_hinfort_n,""
882,"Withdraw not, Lord, the help I","","",,"Karl Johann Philipp Spitta","",,,,withdraw_not_lord_the_help_i,""
883,"Wo ist goettliches Erbarmen","","Allen steht sie offen, Jesu Gnaden-fuelle",,"Karl Johann Philipp Spitta","",,,,wo_ist_goettliches_erbarmen,""
884,"Wohl uns, der Vater hat uns lieb","","",,"Karl Johann Philipp Spitta","",,,,wohl_uns_der_vater_hat_uns_lieb,""
885,"Wollt ihr wissen was mir fehle","Sehnsucht nach Gott","Ach, dass Gottes Geistesfuelle",,"Karl Johann Philipp Spitta","",,,,wollt_ihr_wissen_was_mir_fehle,""
886,"Oh what will be the day when won at last","Things to Come","",English,"Karl Johann Philipp Spitta","Frances Bevan",,,,o_what_will_be_the_day_when_won_at_last,""
887,"We praise and bless Thee, gracious Lord","","",English,"Karl Johann Philipp Spitta","Jane L. Borthwick",,,8.6.8.6,we_praise_and_bless_thee_gracious_lord,""
888,"How blessed, from the bonds of sin","","",English,"Karl Johann Philipp Spitta","Jane L. Borthwick",,,8.6.8.6 D,how_blessed_from_the_bonds_of_sin,""
889,"To weary hearts, to mourning homes","","",,"Karl Johann Philipp Spitta","John G. Whittier",,,,to_weary_hearts_to_mourning_homes,""
890,"Ah this heart is void and chill","","Looking home",,"Karl Johann Philipp Spitta","Sarah B. Findlater",,,,ah_this_heart_is_void_and_chill,""
891,"O Gott, mein Gott, so wie ich dich","","",,"Karl Johann Philipp Spitta","",,,,o_gott_mein_gott_so_wie_ich_dich,""
892,"We are called by one vocation","We Are Called by One Vocation","",English,"Karl Johann Philipp Spitta","R. Massie",,,8.7.8.7.7.7,we_are_called_by_one_vocation,""
893,"O blessed Sun whose splendor","O Blessed Sun Whose Splendor","",German; English,"Karl Johann Philipp Spitta","R. Massie",,,7.6.7.6.7.6.7.6,o_blessed_sun_whose_splendor,""
