hymnalID,"hymnalTitle","editors","publisher",publicationState 1,"publicationState 2",publicationDate,"denominations",tags
HCHP1860,"Hymns for Church and Home","J. B. Lippincott & Co.","J. B. Lippincott & Co.",Philadelphia,"",1860,"(Protestant) Episcopal Church",
H4SS1860,"Hymns for Sunday Schools","General Synod, Evangelical Lutheran Church of the U S; Lutheran Board of Publication","Lutheran Board of Publication",Philadelphia,"",1860,"Evangelical Lutheran Church in the United States",
H4YC1860,"Hymns for Young Children","Crosby, Nichols &  Co.","Crosby, Nichols & Co.",Boston,"Mass.",1860,"",
HPFC1860,"Hymns, Principles of Faith, Church Order, and Divine Services, or Occasional liturgy; for the use of Messiah's Church","Messiah's Church of Philadelphia; J. Litch","J. Litch",Philadelphia,"",1860,"Adventist and Sabbatarian (Hebraic)",
HSOS1860,"Hymns, Selected and Original, for Sunday Schools of the Evangelical        Lutheran Church","William A. Passavant; T. Newton Kurtz","T. Newton Kurtz",Baltimore,"Md.",1860,"General Synod of the Evangelical Lutheran Church in the United States",
JNLU1860,"Joachim Neander's Leben und Lieder","Vormbaum, Reinholdus.","Badeker'sche",Elberfeld,"",1860,"",No Hymns
1HPH1860,"One Hundred Progressive Hymns","Henry B. Ashmead","Henry B. Ashmead",Philadelphia,"",1860,"",
RH1860,"Revival Hymns","James Thompson; Henry & Bros.","Henry & Bros.",Napanee,"Ont.",1860,"Canadian hymnals (general)",
SSB21860,"Sabbath School Bell No. 2: a superior collection of choice tunes, newly arranged and composed, and a large number of excellent hymns written expressly for this work, which are well adapted for...     ","Horace Waters; Horace Waters","Horace Waters",New York,"",1860,"",Has Music
SSSV1860,"Songs for the Sabbath School and Vestry: designed especially for the Sabbath school and concert. With original and selected music","B. W. Williams; Henry Holt","Henry Holt",Boston,"",1860,"",Has Music
SWPH1845,"Southern and Western Pocket Harmonist: intended as an appendix to Southern Harmony; embracing the principle hymns, songs, choruses and revival tunes, usually sung at protracted and campmeetings...","William Walker","Charles Desilver / G. G. Evans",Philadelphia,"",1860,"",Has Music
SSM11860,"Sunday School Melodies No. 1","H. Tucker; Henry Tucker","Henry Tucker",New York,"N.Y.",1860,"",
AHTB1860,"The American Hymn and Tune Book","G. S. Stevens; W. McDonald; Henry V. Degen & Son","Henry V. Degen & Son",Boston,"Mass.",1860,"",
ASSH1860,"The American Sunday-School Hymn-Book","American Sunday School Union","American Sunday-School Union",Philadelphia,"",1860,"",
BHB1860,"The Bible Hymn Book","Horatius Bonar; Robert Carter & Brothers","Robert Carter & Brothers",New York,"N.Y.",1860,"",
CC1860,"The Children's Choir","John M. Evans; N. P. Kemp","N. P. Kemp",Boston,"Mass.",1860,"Baptist hymnals (general)",
CL1860,"The Christian Lyre","Joshua V. Himes","Joshua V. Himes",Buchanan,"Mich.",1860,"Adventist hymnals (general)",
EH1860,"The Eolian Harp: a collection of hymns and tunes for Sunday schools and Band of Hope meetings","Rev. J. W. Dadmun; J. P. Magee","J. P. Magee (For sale by)",Boston,"Mass.",1860,"",Has Music
H21860,"The Harp. 2nd ed.","J. Pearson; American Millennial Association","American Millennial Association",Boston,"Mass.",1860,"",
M1860,"The Melodeon: a collection of hymns and tunes with original and selected music, adapted to all occiasions of social worship","J. W. Dadmun; J. P. Magee","J. P. Magee",Boston,"",1860,"",Has Music
MC1860,"The Millennial Chorister","Samuel. W. Stockton","",Philadelphia,"Penn.",1860,"",
NSSH1860,"The New Sunday-School Harmonist","Charles Dingley; T. Carlton & J. Porter","T. Carlton & J. Porter",New York,"N.Y.",1860,"",
OB1860,"The Olive Branch","T. J. Cook; T. E. Perkins; F. J. Huntington","F. J. Huntington",New York,"N.Y.",1860,"",
PHDS1860,"The Psalms and Hymns, with the Doctrinal Standards and Liturgy of the Reformed Protestant Dutch Church in North America","Board of Publication of the Reformed Protestant Dutch Church","Board of Publication of the Reformed Protestant Dutch Church",New York,"",1860,"(Old Dutch) Reformed Church in America. Reformed P",
RMB1860,"The Revival Music Book","H. Waters; Horace Waters","Horace Waters",New York,"N.Y.",1860,"",
SSHT1860,"The Sabbath School Hymn and Tune Book: selected from the Sabbath hymn and tune book","Edward A. Park; Austin Phelps; Mason Bros.; Lowell Mason; Francis Wayland","Mason Bros.",New York,"N.Y.",1860,"",Has Music
SSHB1860,"The Sabbath School Hymn Book","Presbyterian Publication Committee; Anson D. F. Randolph","Presbyterian Publication Committee / Anson D.F. Randolph",Philadelphia," Penn. ; New York, N.Y.",1860,"Presbyterian hymnals (general)",
SHN1860,"The Sacred Harp. New ed.","B. F. White; E. J. King; S. C. Collins","S. C. Collins",Philadelphia,"Penn.",1860,"Baptist hymnals (general)",
SSL1860,"The Sunday School Liturgy","John Henry Hobart; General Protestant Episcopal Sunday School Union","General Protestant Episcopal Sunday School Union",New York,"N.Y.",1860,"(Protestant) Episcopal Church",
SSL41860,"The Sunday School Liturgy. (4th ed.)","Walker, Wise & Co.","Walker, Wise & Co.",Boston,"",1860,"American Unitarian Association",
UHRC1860,"The Union Harp and Revival Chorister. Rev ed.","C. Dunbar; Queen City Publishing House, H.M. Rulison","Queen City Publishing House, H.M. Rulison",Cincinnati,"Oh.",1860,"",
VoM1860,"The Voice of melody: a choice collection of hymn tunes for choirs, prayer-meetings, congregations, and family use","J. M. Armstrong; Lee & Walker","Lee & Walker",Philadelphia,"",1860,"",Has Music
YPC1860,"The Young People's Chorister: being a collection of favorite hymns and tunes for Sabbath schools and prayer meetings (New ed.)","C. W. Dunbar; C. W. Dunbar","C. W. Dunbar",Cincinnati,"",1860,"",Has Music
CHBU1861,"A Church Hymn Book: for the use of congregations of the United Church of England and Ireland","Henry Rowsell","Henry Rowsell",Toronto,"",1861,"United Church of England and Ireland, Province of Canada",
CSS21861,"A Collection of Sacred Song: being an eclectic compilation for the use of churches, families and schools... (2nd ed.)","Charles Jerome Hopkins; S. T. Gordon","S. T. Gordon",New York,"",1861,"(Protestant) Episcopal Church",Has Music
SHDS1861,"A Selection of Hymns: designed as a supplement to the "psalms and hymns" of the Presbyterian church","Henry Augustus Boardman; William S. & Alfred Martien","William S. & Alfred Martien",Philadelphia,"",1861,"Presbyterian hymnals (general)",
ASSH1861,"Anniversary and Sabbath School Hymns; or The Child's Sunday School Music Book","G. S. Scofield; American Sunday School Union","American Sunday School Union",New York,"N.Y.",1861,"",
ASS1860b,"Anniversary and Sabbath School Hymns: or, the child's Sunday school music book. Nos. 1, 2, 3, and 4, Complete","G. S. Schofield","G. S. Schofield",New York,"",1861,"",Has Music
ATCB1861,"Asaph: or, The Choir Book","Lowell Mason; Mason Bros.","Mason Bros.",New York,"N.Y.",1861,"",
BGCS1861,"Bradbury's Golden Chain of Sabbath School Melodies: comprising a great variety of new music and hymns composed and written expressly for the Sabbath school: together with many of the best ...","WM. B. Bradbury; Ivison, Phinney & Co.","Ivison, Phinney & Co.",New York,"",1861,"",Has Music
AM1861,"Hymns Ancient & Modern","","",,"",1861,"Church of England",
HCOD1861,"Hymns and Chants: with offices of devotion. For use in Sunday-schools, parochial and week day schools, seminaries and colleges. Arranged according to the Church year","Reformed Church Publication Board","Reformed Church Publication Board",Philadelphia,"",1861,"German Reformed Church (U.S.)",
H4SF1861,"Hymns for Schools and Families","Association of Friends For the Diffusion...","Association of Friends For The Diffusion of Religious and Useful Knowledge",Philadelphia,"",1861,"Friends hymnals (general)",
HOFH1861,"Hymns of Faith and Hope (2nd series)","Horatius Bonar, D.D.","James Nisbet and Co.",London,"",1861,"",
HoAS1861,"Hymns of the Ages: being selections from Wither, Cranshaw, Southwell, Habington, and other sources (2nd series)","C. S. Guild; Ticknor & Fields; Anne E. Guild","Ticknor & Fields",Boston,"",1861,"",
HRP1861,"Hymns, Religious and Patriotic","American Tract Society","American Tract Society",Boston,"Mass.",1861,"",
IS1861,"Infant Songs","W. A. Ogden; E. Pitt; W. A. Ogden","W. A. Ogden",Bellefontain,"Oh.",1861,"",
LG,"Lyra Germanica: The Christian Year","","Grand Rapids, MI: Christian Classics Ethereal Library",,"",1861,"",
MSSE1861,"Maynard's Sabbath School Echo. 6th ed. of Maynard's Selected Sabbath School Hymns, with an Appendix","Thomas Maynard; Roberts, Printer","Roberts, Printer",Utica,"N.Y.",1861,"",
SHMS1861,"Select Hymns for the use of the Mission School of the Madison Square       Presbyterian Church","Francis Hart & Co.","Francis Hart & Co.",New York,"N.Y.",1861,"Presbyterian Church in the USA. Northern Presbyter",
GP1861,"The Gospel Psalmist","J. G. Adams; S. B. Ball; J. M. Usher","J. M. Usher",Boston,"Mass.",1861,"Universalist Church of America",
SSP1861,"The Sabbath School Pearl or the Sunday school Army singing Book: A New Collection of choice hymns and tunes for Sunday Schools, Anniversaries, Missionary Meetings, Infant Class Exercises, &c.","G. S. Schofield","G. S. Schofield",New York,"",1861,"",Has Music
SHB1861,"The Soldier's Hymn Book","Y.M.C.A.","Y.M.C.A.",New York,"N.Y.",1861,"Young Men's Christian Association",
SPB1861,"The Soldier's Pocket Book","Presbyterian Board of Publication","Presbyterian Board of Publication",Philadelphia,"Penn.",1861,"Presbyterian Church in the USA. Northern Presbyter",
SoE1861,"The Star of the East","Asa Hull; Russell & Patee","Russell & Patee",Boston,"Mass.",1861,"",
UH1861,"The Union Harp","Edwin Burnham","",Philadelphia,"",1861,"",
SHUC1862,"A Selection of Hymns for the Use of Church of England Sunday Schools, Bible Classes ... New ed.","John Lovell","John Lovell",Montreal,"Que.",1862,"Church of England in Canada",
BHBH1862,"Baptismal Harmonies: or, Baptismal Hymns: prepared with special reference to the design and singifcancy of the ordinance, in its relation to the work of Christ and the experience and profession of...","Edmund Turney; Sheldon & Co.","Sheldon & Co.",New York,"",1862,"Baptist hymnals (general)",Has Music
BVOE1862,"Book of vespers: an order of evening worship ; with select Psalms and hymns.","Osgood, Samuel","James Miller",New York,"",1862,"",No Hymns
CHAM1862,"Chorals and Hymns, Ancient and Modern, Chiefly from the German","William Henry Walter","",New York,"N.Y.",1862,"",
EB1862,"Early Blossoms: a collection of music for Sabbath schools, with rudiments","Philip Phillips; John Church","John Church",Cincinnati,"",1862,"",Has Music
EGEK1862,"Evangelisches Gesangbuch: herausgegeben von dem Evangelischen Kirchenvereindes Westens","L. Nollau","Zu beziehen durch den Vereins-Secretair, Pastor L. Nollau",St. Louis,"Mo.",1862,"Evangelical and Reformed Church",Has Music
FSHB1862,"Fulton Street Hymn Book, for the use of union prayer meetings, Sabbath schools and families","Board of Publication of the Reformed Protestant Dutch Church","Board of Publication of the Reformed Protestant Dutch Church",New York,"",1862,"(Old Dutch) Reformed Church in America. Reformed P",Has Music
BGSS1862,"Golden Shower of S.S. Melodies: a new collection of hymns and tunes for the Sabbath schol","WM. B. Bradbury; Ivison, Phinney & Co.","Ivison, Phinney & Co.",New York,"",1862,"",Has Music
HPOM1862,"Hymns and Psalms, Original and Modern, Selected and Revised","Lovell R. Gibson","Lovell R. Gibson",Toronto,"Ont.",1862,"Brethren in Christ Church",
HTPS1862,"Hymns and Tunes for Prayer and Social Meetings","Rev. George C. Robinson; Poe & Hitchcock","Poe & Hitchcock",Cincinnati,"",1862,"",Has Music
H4SF1862,"Hymns for Schools and Families","Association of Friends","Association of Friends",Philadelphia,"Penn.",1862,"Friends hymnals (general)",
H4C31862,"Hymns for the Camp. (3rd ed. rev. and enl.)","","",Augusta,"Ga.",1862,"",
HSCC1862,"Hymns for the use of Sabbath schools in Connection with the Canada         Presbyterian Church","James Campbell","James Campbell",Toronto,"Ont.",1862,"Presbyterian Church in Canada",
KELG1862,"Kirchengesangbuch fuer Evangelisch-Lutherische Gemeinden ungeaenderter Augsburgischer Konfession","Verlag der ev.-luth. Synode von Missouri","Verlag der ev.-luth. Synode von Missouri",St. Louis,"Mo.",1862,"Lutheran Church--Missouri Synod",
NSTB1862,"New Service and Tune Book for Sunday School","Alfred B. Goodrich","",Utica,"N.Y.",1862,"(Protestant) Episcopal Church",
SPBH1862,"Soldier's Prayer Book. Hospitals ed.","General Protestant Episcopal Book Society","General Protestant Episcopal Book Society",Philadelphia,"Penn.",1862,"(Protestant) Episcopal Church",
S4CS1862,"Songs for Catholic Schools","Patrick Donahoe","Patrick Donahoe",Boston,"Mass.",1862,"Roman Catholic Church",
EH1862,"The Eolian Harp","J. W. Dadmun; J. P. Magee","J. P. Magee",Boston,"Mass.",1862,"",
E1862,"The Evergreen","T. J. Cook; T. E. Perkins; F. J. Huntington","F. J. Huntington",New York,"N.Y.",1862,"",
HHHH1862,"The Hymnist: Heart Hymns and Home Melodies","A. S. Hayden; H. S. Bosworth","H. S. Bosworth",Cincinnati,"Oh.",1862,"",
SSH1862,"The Sabbath School Hosanna","E. Roberts; G. S. Schofield; American Sunday School Union Depository","G. S. Schofield / American Sunday School  Union Depository",New York,"N.Y.",1862,"",
SC1862,"The Silver Chime: a cluster of Sabbath school melodies, tunes, sentences, chants, etc., for the use of children and teachers in their school exercises, devotions, and recreations, to which is added...","G. F. Root; Henry Tolman & Co.","Henry Tolman & Co.",Boston,"Mass.",1862,"",
T1862,"The Tabernacle","B. F. Baker; W. O. Perkins; Ticknor & Fields","Ticknor & Fields",Boston,"Mass.",1862,"",
YV1862,"Youthful Voices","B. J. Lang; Oliver Ditson & Co.","Oliver Ditson & Co.",Boston,"Mass.",1862,"",
CSSH1863,"A Collection of Sabbath School Hymns, compiled by a Sabbath School Teacher","Raleigh Register Steam-Power Press","Raleigh Register Steam-Power Press",Raleigh,"N.C.",1863,"",
ASSB1863,"Anniversary of Sunday Schools of Brooklyn","W. B. Bradbury","",New York,"N.Y.",1863,"",
AH3R1863,"Army Hymns; written for the 3d Regiment R.I. Heavy Artillery","F. Denison; A. Crawford Greene","A. Crawford Greene",Providence,"R.I.",1863,"",
BoHM1863,"Band of Hope Melodies: adapted to Band of Hope, Cadet. and other temperance meetings. In two parts.","American Temperance Union","American Temperance Union",New York,"",1863,"",Has Music; Temperance
CBE,"Chorale Book for England, The","Catherine Winkworth","Grand Rapids, MI: Christian Classics Ethereal Library",,"",1863,"Anglican",
CHPP1863,"Collection of Hymns for Public and Private Worship. 4th ed.","Evangelical Lutheran Joint Synod of Ohio and Adjacent States; J. W. Osgood","J. W. Osgood",Columbus,"Oh.",1863,"Evangelical Lutheran Church in North America, 1861",
DPDS1863,"Die Psalmen Davids: nebst einer Sammlung Geistlicher lieder für Oeffentlichen und Privat-Gottesdienst","Board of Publication der Reform. Protestant Niederl. Kirche","Board of Publication der Reform. Protestant. Niederl. Kirche/ Presbyterianer Board of Publication",New York/ Phildelphia,"",1863,"Reformed Protestant Dutch Church (U.S.)",
HBAN1863,"Hymn Book for the Army and Navy","American Tract Society","American Tract Society",New York,"N.Y.",1863,"",
H4C31863,"Hymns for Children. 3rd ed.","John Freeman Young; General Protestant Episcopal Sunday School Union and Church ","General Protestant Episcopal Sunday School Union and Church Book Society",New York,"N.Y.",1863,"(Protestant) Episcopal Church",
HFDS1863,"Hymns for First-Day Schools","Friends' Scripture School Association","Friends' Scripture School Association",New York,"",1863,"Friends hymnals (general)",
H4M1863,"Hymns for Mothers","M. E. Brown; American Tract Society","American Tract Society",Boston,"Mass.",1863,"",
HMC1863,"Hymns for mothers and children.","","Walker, Wise and Co.",Boston,"",1863,"",No Hymns
HSW61863,"Hymns for Social Worship. 6th ed.","George Nelson Allen; J. M. Fitch","J. M. Fitch",Oberlin,"Oh.",1863,"",
HWGS1863,"Hymns for the Worship of God: selected and arranged for the congregations connected with the Church of Scotland","Francis Nicol; John Lovell","John Lovell",Montreal,"",1863,"Presbyterian Church of Canada in Connection with the Church of Scotland. Synod.",
PSMP1863,"Pilgrim's Songs: a musical pocket companion, or hymn and tune fook for prayer and social meetings consisting chiefly of selections from the author's most popular melodies and hymns that have . . .","William B. Bradbury; Ivison, Phinney & Co.","Ivison, Phinney & Co.",New York,"",1863,"",Has Music
