hymnalID,hymnalTitle,editors,publisher,publicationPlace,publicationDate,denominations,tags
GH51887,"Gospel Hymns No. 5","Ira D. Sankey; James McGranahan; Geo. C. Stebbins; The John Church co.; Biglow & Main ","The John Church Co. / Biglow & Main","Cincinnati, O. ; New York ; Chicago",1887,,"Has Music"
GH61891,"Gospel Hymns No. 6","I. D. Sankey; J. McGranahan; G. Stebbins; John Church; Biglow & Main Co.","John Church / Biglow & Main Co.","Cincinnati, Oh. ; New York, N.Y.",1891,,
GH561892,"Gospel Hymns Nos. 5 and 6 Combined: for use in gospel meetings and other religious services","Ira D. Sankey; James McGranahan; Biglow & Main Co.; Geo. C. Stebbins; John Church Co.","Biglow & Main Co./ John Church Co.","New York/Cincinnati",1892,,"Has Music"
GS1884a,"Gospel in Song: a new collection of ""hymns and spiritual songs,"" for use in Sunday schools, praise meetings, prayer meetings, revival meetings, camp meetings and in other places ...","F. A. Blackmer; F. A. Blackmer","F. A. Blackmer","Springfield, Mass.",1884,,"Has Music"
GJSM1918,"Gospel Jubilee and Soul Melodies","J. D. Bushell; Foreign Mission Board, National Baptist Convention, U.S.A.","Foreign Mission Board, National Baptist Convention, U.S.A.","Philadelphia, Penn.",1918,"National Baptist Convention, USA, Inc.",
GL1955,"Gospel Light","J. R. Baxter; Stamps Baxter Music and Printing Co.","Stamps Baxter Music and Printing Co.","Dallas, Tex.",1955,,
GL1921,"Gospel Light","Woodie W. Smith; Joe W. English; W. W. Smith Co.","W. W. Smith Co.","Ft. Worth, Tex.",1921,,
GLHT1895,"Gospel Light, or Hymns and Tunes for all Occasions of Christian Work and Worship","H. R. Christie; Standard Pub. Co.","Standard Pub. Co.","Cincinnati, Oh.",1895,,
GM1884,"Gospel Melodies","Harrison Millard; S. Y. Gordon & Son","S. Y. Gordon & Son","New York, N.Y.",1884,,
GM1821,"Gospel Melodies","Stith E. Burton","Stith E. Burton","Petersburg, Va.",1821,,
GM1928,"Gospel Melodies","Robert H. Coleman; Robert H. Coleman","Robert H. Coleman","Dallas, Tex.",1928,,
GM1885,"Gospel Melodies","W. R. Smellie","W. R. Smellie","Cleveland, Oh.",1885,,
GMNC1890,"Gospel Melodies: a New Collection of Gospel Hymns and Songs","W. Dale; D. E. Dortch; C. E. Pollock; Cumberland Presbyterian Publishing House","Cumberland Presbyterian Publishing House","Nashville, Tenn.",1890,"Cumberland Presbyterian Church",
GMEH1944,"Gospel Melodies and Evangelistic Hymns: compiled especially for use in evangelistic meetings","R. Allan Anderson; Review and Herald","Review and Herald","Takoma Park, Md.",1944,,"Has Music"
GMGS1932,"Gospel Melodies for Gospel Singers","Helen Elizabeth Fromm",,"Philadelphia, Penn.",1932,,
GM1884a,"Gospel Music","Robert Lowry; W. Howard Doane; George D. Newhall Co.","George D. Newhall Co.","Cincinnati, Oh.",1884,,
GM1877,"Gospel Music : A Choice Collection of Hymns and Melodies New and Old for Gospel, Revival, Prayer and Social Meetings, Family Worship, etc. ","Rev. Robert Lowry; Biglow & Main; W. Howard Doane","Biglow & Main ","New York & Chicago",1877,,"Has Music"
GP1890,"Gospel Pearls","C. D. Amstutz; C. D. Amstutz","C. D. Amstutz","Bluffton, Oh.",1890,,
GP1921,"Gospel Pearls","W. A. Townsend; Sunday School Pub. Board, National Baptist Convention of Ame","Sunday School Pub. Board, National Baptist Convention of America","Nashville, Tenn.",1921,"National Baptist Convention of America",
GPB1879a,"Gospel Praise Book","Asa Hull; D. W. Knowles","D. W. Knowles","New York, N.Y.",1879,,
GPB1879,"Gospel Praise Book: a collection of choice gems of sacred song suitable for church service, gospel praise meetings, and family devotions","Asa Hull; D. W. Knowles","D. W. Knowles","New York",1879,,"Has Music"
GPBC1885,"Gospel Praise Book.: a collection of choice gems of sacred song suitable for church service, gospel praise meetings, and family devotions. (Complete ed.)","Asa Hull; D. W. Knowles; James P. Magee","D. W. Knowles / James P. Magee","New York/ Boston",1885,,
GPB1880,"Gospel Praise Book, enlarged ed.","Asa Hull; D. W. Knowles & James P. Magee","D. W. Knowles & James P. Magee","New York, N.Y. ; Boston, Mass.",1880,,
GPUM1899,"Gospel Praises for Use in Meetings of Christian Worship","W. J. Kirkpatrick; J. L. Hall; H. L. Gilmour; Hall Mack Co.","Hall Mack Co.",Philadelphia,1899,,"Has Music"
GQM11961,"Gospel Quartet Music No. 1","R. W. Blackwood; J. Blackwood; Gospel Quartet Music","Gospel Quartet Music","Memphis, Tenn.",1961,,
GQ1938,"Gospel Quartets","J. R. Baxter; Stamps Baxter Music and Pub. Co.","Stamps Baxter Music and Pub. Co.","Dallas, Tex.",1938,,
GQS1930,"Gospel Quintet Songs","Thoro Harris","Thoro Harris","Chicago, Ill.",1930,,
GR1922,"Gospel Rays","R. H. Cornelius; R. H. Cornelius","R. H. Cornelius","Ft. Worth, Tex.",1922,,
GSSB1923,"Gospel Searchlight Songs: a Book of Selected Gospel Hymns of the WorldÕs Greatest Composers","J. Dalbert Coutts; Quartet Music Co.","Quartet Music Co.","Ft. Worth, Tex.",1923,,
GS1953,"Gospel Ship","J. R. Baxter; Stamps Baxter Music and Printing Co.","Stamps Baxter Music and Printing Co.","Dallas, Tex.",1953,,
GSS11914,"Gospel Song Series No. 1","Rodeheaver Co.","Rodeheaver Co.","Chicago, Ill.",1914,,
GS11901,"Gospel Song-Gems No.1","H. A. Wolfsohn; John J. Hood","John J. Hood",Philadelphia,1901,,"Has Music"
GS1916a,"Gospel Songs","O. Badgley; Rev. O. Badgley","Rev. O. Badgley","Cleveland, Oh.",1916,,
GS1908,"Gospel Songs","C. M. Alexander; Fleming H. Revell Co.","Fleming H. Revell Co.","New York, N.Y.",1908,,
GS1924,"Gospel Songs","Carl C. Walker; Carl C. Walker","Carl C. Walker","Joplin, Mo.",1924,,
GS1874,"Gospel Songs: a choice collection of hymns and tune, new and old, for gospel meetings, prayer meetings, Sunday schools, etc.","P. P. Bliss; John Church & Co.","John Church & Co.",Cincinnati,1874,,"Has Music"
GSH11898,"Gospel Songs and Hymns No. 1","George B. Holsinger; Brethren Publishing House","Brethren Publishing House","Mount Morris, Ill.",1898,"Church of the Brethren, Dunkers","Has Music"
GSP1939,"Gospel Songs and Poems","Homer A. Rodeheaver; Rodeheaver, Hall Mack Co.","Rodeheaver, Hall Mack Co.","Chicago, Ill.",1939,,
GSMC1914,"Gospel Songs for Men, a Collection of Quartets and Choruses for Male Voices","C. H. Gabriel; Hope Pub. Co.","Hope Pub. Co.","Chicago, Ill.",1914,,
GS21919,"Gospel Songs No. 2","Austin Taylor; G. H. P. Showalter; Firm Foundation Pub. Co.","Firm Foundation Pub. Co.","Austin, Tex.",1919,,
GSD31942,"Gospel Songs of Distinction (3rd ed.)","H. Alexander",,"Raleigh, N.C.?",1942,,
GSoI1954,"Gospel Songs of Inspiration","Vesphew Benton Ellis; Tennessee Music & Printing Co.","Tennessee Music & Printing Co.","Cleveland, Tenn.",1954,"Church of God (Cleveland, Tenn.)",
GSoA1929,"Gospel Songs of the Air","Chicago Gospel Tabernacle","Chicago Gospel Tabernacle","Chicago, Ill.",1929,,
GS1924a,"Gospel Sunshine","B. B. Bateman; Bateman Bros.","Bateman Bros.","Knoxville, Tenn.",1924,,
GTH1890,"Gospel Tent Hymns","Ralph C. Horner; William Briggs","William Briggs","Toronto, Ont.",1890,"Canadian hymnals (general)",
GTS1903,"Gospel tent songs",,"John J. Hood",Philadelphia,1903,"Presbyterian Church","No Hymns"
GTBS1921,"Gospel Tidings, a Book of Select Gospel Songs","Emmett S. Dean; James W. Gaines; Trio Music Co.","Trio Music Co.","Waco, Tex.",1921,,
GTSS1891,"Gospel Trio of Sacred Song for Gospel Meetings, Christian Associations and Young People's Societies for Christian Work","J. H. Kurzenknabe & Sons","J. H. Kurzenknabe & Sons","Harrisburg, PA",1891,,"Has Music"
GTSM1891,"Gospel trio of sacred song: for gospel meetings, Christian associations and young peoples' societies for Christian work","Kurzenknabe, J. H","J.H. Kurzenknabe & Sons","Harrisburg, Pa.",1891,,"No Hymns"
GTS1923,"Gospel Truth in Song","Harry D. Clarke; Harry D. Clarke","Harry D. Clarke","Chicago, Ill.",1923,,
GTS31925,"Gospel Truth in Song No. 3","Harry D. Clarke; Harry D. Clarke","Harry D. Clarke","Chicago, Ill.",1925,,
GV1886,"Gospel Voices","F. M. Davis; E. T. Pound; E. T. Pound","E. T. Pound","Barnesville, Ga.",1886,,
GV1895,"Gospel Voices","David Dortch; South-Western Pub. House","South-Western Pub. House","Nashville, Tenn.",1895,,
GV31902,"Gospel Voices No. 3","David Dortch; David E. Dortch","David E. Dortch","Columbia, Tenn.",1902,,
GV31902a,"Gospel Voices No.3","F. M. Davis; E. T. Pound; E. T. Pound","E. T. Pound","Barnesville, Ga.",1902,,
GV21900,"Gospel Voices No.2","D. E. Dortch; D. E. Dortch","D. E. Dortch","Nashville, Tenn.",1900,,
GVS1890,"Gospel Voices Supplemented","F. M. Davis; E. T. Pound; E. T. Pound","E. T. Pound","Barnesville, Ga.",1890,,
GLL1730,"Gottiche Liebes und Lobesgethoene","B. Franklin","B. Franklin","Philadelphia, Penn.",1730,"Seventh-Day (German) Baptists, 1728- (Ephrata Comm",
GG1882,"Grace and Glory: a choice collection of sacred songs, original and selected, for Sabbath-schools, revivals, etc.","D. E. Dortch; W. G. E. Cunnyngham; Southern Methodist Publishing House","Southern Methodist Publishing House",Nashville,1882,"Methodist Episcopal Church, South, 1845- . Souther","Has Music"
GGC1918,"Grace and Glory Carols","A. S. Copley; Grace & Glory","Grace & Glory","Kansas City, Mo.",1918,,
GGS1948,"Grace and Glory for Singing Schools and Conventions","A. E. Brumley; Gaines & Branscum; Hartford Music & Printing Co.","Hartford Music & Printing Co.","Hartford, Ark.",1948,,
GS1991,"Gracias Señor",,"Oregon Catholic Press","Portland, OR",1991,,
GSHB1871,"Grammar School Hymn Book","Woolworth, Ainsworth & Co.","Woolworth, Ainsworth & Co.","New York, N.Y.",1871,,
GP1884,"Grateful Praise: a collection of new songs for the Sunday-school","J. H. Fillmore; Fillmore Bros.","Fillmore Bros.",Cincinnati,1884,,"Has Music"
GHCS1927,"Great Hymns of the Church, Selected from the Methodist Hymnal","Wilbur P. Thirkield; Methodist Book Concern","Methodist Book Concern","New York, N.Y.",1927,"Methodist hymnals (general)",
GHMA1909,"Great Hymns of the Middle Ages","Eveline Warner Brainerd; Century Co.","Century Co.","New York, N.Y.",1909,,
GJAB1952,"Great Joy, A Book of Gospel Songs","W. O. Cooper; A. E. Brumley; R. S. Arnold","Hartford Music Co.","Hartford, Ark.",1952,,
GJ1881,"Great Joy! : a new and favorite collection of hymns and music, for gospel meetings, prayer, temperance, and camp meetings, and Sunday schools","William W. Bentley; Mrs. M. E. Willson; George D. Newhall & Co.; Alfred Beirly","George D. Newhall & Co.","Cincinnati, O.",1881,,"Has Music; Temperance"
GRH21913,"Great Revival Hymns No.2","H. A. Rodeheaver; B. D. Ackley; Rodeheaver Co.","Rodeheaver Co.","Chicago, Ill. ; Philadelphia, Penn.",1913,,
GRS1957,"Great Revival Songs","R. J. Hughes; Zondervan Music Publishers","Zondervan Music Publishers","Grand Rapids, Mich.",1957,,
GSoC1935,"Great Songs of the Church","E. L. Jorgenson; Great Songs Press","Great Songs Press","Louisville, Ky.",1935,,
GLH1934,"Greatest and Lasting Hymns","John A. Lee; John A. Lee","John A. Lee","Glencoe, Ky.",1934,,
GH4C1911,"Greatest Hymns for use in the Churches","John A. Lee; J. A. Lee & Co.","J. A. Lee & Co.","Glencoe, Ky.",1911,,
GP4L1886,"Green Pastures for the Lambs","A. J. Abbey; M. J. Munger; S. Brainard's Sons","S. Brainard's Sons","Cleveland, Oh.",1886,,
G21873,"Grove Songs No. 2","Asa Hull; Asa Hull","Asa Hull",Philadelphia,1873,,
GH1948,"Guiding Hand","R. E. Arnold; Stamps Quartet Music Co.","Stamps Quartet Music Co.","Dallas, Tex.",1948,,
HK1914,"Hail the King","J. O. Long; I. Long; Ruebush Kieffer","Ruebush Kieffer","Dayton, Va.",1914,,
HHCH1924,"Half a Hundred Catholic Hymns, selected from The New Catholic Hymnal","Berge, Louis and William; McLaughlin & Reilly Co.","McLaughlin & Reilly Co.","Boston, Mass.",1924,"Roman Catholic Church",
HHWSW,"Halle Halle: We Sing the World Round","C. Michael Hawn","Chorister's Guild","Garland, Tex.",1999,,
HSH1930,"Hallelujah, a Syriac Hymnal","Perry O. Daniels; Assyrian Press","Assyrian Press","Gary, Ind.",1930,,
HS1920,"Hallelujah Songs","J. T. Benson; Pentecostal Mission Pub. Co.","Pentecostal Mission Pub. Co.","Nashville, Tenn.",1920,"Pentecostal Assemblies (general)",
HSSE1922,"Hallelujahs for Sunday Schools, Etc.","James D. Vaughan; James D. Vaughan","James D. Vaughan","Lawrenceburg, Tenn.",1922,,
HH1909,"Hallowed Hymns","I. D. Sankey; Biglow & Main Co.","Biglow & Main Co.","New York, N.Y. ; Chicago, Ill.",1909,,
HHNO1908,"Hallowed Hymns, New and Old","I. Allan Sankey; Biglow & Main Co.","Biglow & Main Co.","Chicago, Ill.",1908,,"Has Music"
HHNO1911,"Hallowed Hymns, New and Old: for use in prayer and praise meetings, evangelistic services, sunday schools, young people's societies and all other departments of church work","I. Allan Sankey; Biglow & Main Co.","Biglow & Main Co.","Chicago, Ill.",1911,,"Has Music"
HS1874,"Hallowed Songs","Philip Phillips; Hitchcock & Walden","Hitchcock & Walden","Cincinnati, Oh. ; Chicago, Ill. ; St. Louis, Mo.",1874,,
HS1865,"Hallowed Songs: a collection of the most popular hymns and tunes, both old, and new, designed for prayer and social meetings, revivals, family worship, and Sabbath schools","Theo. E. Perkins; Carlton & Porter; Philip Phillips; Sylvester Main","Carlton & Porter","New York",1865,,"Has Music"
HS1870,"Hallowed Songs: for prayer and social meetings, containing hymns and tunes, carefully selected from all sources, both old and new, and are of the most spiritual..(Newly Revised)","Philip Phillips; Philip Phillips & Co.","Philip Phillips & Co.","New York",1870,,"Has Music"
HH1945,"Handy Hymnal","Alfred B. Smith; Zondervan Publishing House","Zondervan Publishing House","Grand Rapids, Mich.",1945,,
HD1888,"Happy Day","W. A. Ogden; W. T. Giffe; W. T. Giffe","W. T. Giffe","Logansport, Ind.",1888,,
HGCC1888,"Happy Greetings, a Collection of Choice Original Hymns and Tunes","Asa Hull; Asa Hull","Asa Hull","New York, N.Y.",1888,,
HGA1916,"Happy Greetings to All","David Elijah Dortch; Dortch Pub. Co.","Dortch Pub. Co.","Charlotte, N.C.",1916,,
HHSG1951,"Happy Hearts to Sing God's Praise","T. Worman; Moody Press","Moody Press","Chicago, Ill.",1951,,
HN11900,"Happy News No. 1","F. L. Eiland; Trio Music Co.","Trio Music Co.","Waco, Tex.",1900,,
HP1956,"Happy Praise","J. R. Baxter; Stamps Baxter Music and Printing Co.","Stamps Baxter Music and Printing Co.","Dallas, Tex.",1956,,
HSBG1952,"Happy Songs for Boys and Girls","Review & Herald","Review & Herald","Washington, D.C.",1952,"Seventh-Day Adventist Church",
HTS21957,"Happy-Time Songs No.2","Alfred B. Smith; Singspiration; Zondervan","Singspiration / Zondervan","Grand Rapids, Mich.",1957,,
HV1865,"Happy Voices","American Tract Society","American Tract Society","New York, N.Y.",1865,,
HV11898,"Happy Voices No. 1","John C. F. Kyger; J. C. F. Kyger","J. C. F. Kyger","Waco, Tex.",1898,,
HTS1949,"Happy-Time Songs","Alfred B. Smith; Singspiration; Zondervan","Singspiration / Zondervan","Wheaton, Ill.",1949,,
HB1925,"Harbor Bells","V. O. Stamps; T. J. Benton; V.O. Stamps Music Co.","V.O. Stamps Music Co.","Jacksonville, Tex.",1925,,
HB61937,"Harbor Bells No. 6","Stamps Baxter Music Co.","Stamps Baxter Music Co.","Dallas, Tex.",1937,,
HKLE1882,"Harfen-Klaenge: Liederbuch fuer Evangelische Sonntagsschulen und           Erbauungs-Stunden","Ig. Kohler","Ig. Kohler","Philadelphia, Penn.",1882,"Presbyterian Church in the USA. Northern Presbyter",
HA1791,"Harmonia Americana: containing a concise introduction to the grounds of music; with a variety of airs, suitable fore divine worship and the use of musical societies; consisting of three and four parts","Samuel Holyoke, A. B.","Isaiah Thomas and Ebenezer T. Andrews (printers)",Boston,1791,,"Has Music"
HECC1853,"Harmonia Ecclesiae: or, Companion to the Christian Minstrel","J. B. Aiken; The Proprietor","The Proprietor","Philadelphia, Penn.",1853,,
HS1818,"Harmonia Sacra","Charles Southgate; Edward Riley","Edward Riley","New York, N.Y.",1818,,
HSAC1816,"Harmonia Sacra: a Compilation of Psalm and Hymn Tunes [from the most celebrated European masters]","Thomas Butts; Flagg & Gould","Flagg & Gould","Andover, Mass.",1816,,"Has Music"
HSCC1860,"Harmonia Sacra, being a Compilation of Church Music. 10th ed","Joseph Funk","The Authors","Rockingham Co.,Va.",1860,,
HoP1909,"Harmonies of Praise","B.  M. Chase; Benjamin M. Chase","Benjamin M. Chase","New York, N.Y.",1909,,
HGBT1820,"Harmonisches Gesang Buch, Theils von andern Authoren, Theils neu verfasst.","Heinrich Ebner","Heinrich Ebner","Allentown, Penn.",1820,"Harmony Society (Rapp)",
HG1947,"Harmony Gems","J. R. Baxter; Stamps Baxter Music and Printing Co.","Stamps Baxter Music and Printing Co.","Dallas, Tex.",1947,,
HP1890,"Harmony in Praise","Mills M. Whittlesey; A. F. Jamieson; Heath & Co.","Heath & Co.","Boston, Mass.",1890,,
HoZ1893,"Harp of Zion","W. H. Sherwood; Sherwood Orphan School","Sherwood Orphan School","Petersburg, Va.",1893,,
HB1882,"Harvest Bells","W. E. Penn; W. E. Penn","W. E. Penn",,1882,,
HB21886,"Harvest Bells  No.2","W. E. Penn; J. M. Hunt; John Church","John Church","Cincinnati, Oh.",1886,,
HB21884,"Harvest Bells No. 2","W. E. Penn; John Church","John Church","Cincinnati, Oh.",1884,,
HB1887,"Harvest Bells No. l","W. E. Penn; John Church","John Church","Cincinnati, Oh.",1887,,
HB31887,"Harvest Bells No.3","W. E. Penn; H. N. Lincoln; John Church","John Church","Cincinnati, Oh.",1887,,
HH1924,"Harvest Hymns","Robert H. Coleman; Robert H. Coleman","Robert H. Coleman","Dallas, Tex.",1924,,
HoL1913,"Harvest of Light","R. H. Cornelius; R. L. Ferguson; R. H. Cornelius","R. H. Cornelius","Midlothian, Tex.",1913,,
HS1953,"Harvest Songs","J. R. Baxter; Stamps Baxter Music and Printing Co.","Stamps Baxter Music and Printing Co.","Dallas, Tex.",1953,,
HTA1888,"Harvest Time Again","Marion West,; Henry A. Young & Co.","Henry A. Young & Co.","Boston, Mass.",1888,,
HC1930,"Hear the Call","G. W. Bacon; Teachers' Music Publishing Co.","Teachers' Music Publishing Co.","Hudson, N.C.",1930,,
HLS1915,"Heart and Life Songs","Joseph H. Smith; G. Bennard; Evangelistic Institute Press","Evangelistic Institute Press","Chicago, Ill.",1915,,
HV1909,"Heart and Voice","W. F. Sherwin; G. F. Root; J. R. Murray; John Church & Co.","John Church & Co.","Cincinnati, Oh.",1909,,
HV1917,"Heart and Voice","C. W. Wendte; George H. Ellis","George H. Ellis","Boston, Mass.",1917,,
HV1909a,"Heart and Voice","G. H. Ellis Co.","G. H. Ellis Co.","Boston, Mass.",1909,,
HVNC1881,"Heart and Voice: a New Collection of Sunday School Songs","W. F. Sherwin; John Church","John Church","Cincinnati, Oh.",1881,,
HCS1899,"Heart Cheering Songs: for use in evangelistic and young peoples' meetings, Sunday schools, etc.","Charles J. Butler; John J. Hood","John J. Hood",Philadelphia,1899,,"Has Music"
